# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-a" "analyses/03_annotation/braker3_chr3/braker_output/braker.gtf" "-o" "analyses/06_counts/featurecounts_braker_chr3.txt" "analyses/05_expression/mapping/control/Control_1.sorted.bam" "analyses/05_expression/mapping/control/Control_2.sorted.bam" "analyses/05_expression/mapping/control/Control_3.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_expression/mapping/control/Control_1.sorted.bam	analyses/05_expression/mapping/control/Control_2.sorted.bam	analyses/05_expression/mapping/control/Control_3.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam
g1683	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	812699;812699;812878;812878;813402;814209;814209;815296;815296;815739;815739;816025;816025	812793;812793;813247;813247;813431;814384;814384;815692;815692;815888;815888;816675;816675	-;-;-;-;-;-;-;-;-;-;-;-;-	1869	4125	3250	3441	1836	996	2750
g1684	contig_36_pilon;contig_36_pilon;contig_36_pilon	816875;817126;817357	817074;817305;817411	-;-;-	435	392	313	343	280	98	272
g1685	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	817677;817677;818042;818042;818815;818815;818998;818998;819306;819306;819523;819523;819943;819943;820279;820279;820500;820500;820632;820932;821032;821207;822243;822658;823189;823733;824057;824250;824542;824957;825445;825703;826125;826423;827302;827541;827804;828183;828459;828854;829723;830011;830691;831203;831941;832300;832568;832943;833343	817843;817843;818525;818525;818898;818898;819063;819063;819378;819378;819782;819782;820086;820086;820319;820319;820626;820563;820640;820942;821056;821249;822561;822706;823487;823822;824118;824353;824631;825079;825522;825788;826173;826479;827432;827624;827873;828303;828658;829160;829847;830404;830853;831662;832139;832445;832635;833045;833462	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5631	4254	5473	5257	4603	2235	4449
g1686	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	833725;833974;834050;834323;834369;834519;836021;836021;836489;836952	833817;833993;834075;834429;835705;835705;836149;836195;836571;837055	-;-;-;-;-;-;-;-;-;-	1884	477	299	357	986	251	819
g1687	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	837201;837386;838097;838179;838973;838973;839457;839457;840037;840037;840337;840337;840838;840838;841145;841145;841562;841562;841985;841985;842303;842303;842491;842491;842830;842830	837326;837527;838660;838660;839188;839188;839825;839825;840066;840066;840564;840564;840999;840999;841369;841369;841768;841768;842197;842197;842383;842383;842692;842692;843419;843419	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3355	2306	3011	2492	4884	2496	4772
g1688	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	845182;845638;845954;846169	845536;845861;846076;846933	-;-;-;-	1467	3	0	6	6	0	0
g1689	contig_36_pilon	846851	847237	-	387	0	0	0	0	0	0
g1690	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	846978;846978;847160;847160;847587;847587;847878	847052;847052;847250;847250;847654;847663;848141	+;+;+;+;+;+;+	507	0	0	2	0	0	0
g1691	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	847850;847850;848492;849348	848254;848254;848524;850091	-;-;-;-	1182	8	2	8	5	0	8
g1692	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	849370;850063;850292;850428;850874;850874;851160;851160;851407;851407;851958;851958;852300;852300;852684;852684;852947;852947	849889;850072;850670;850670;850970;850970;851227;851227;851547;851547;852092;852092;852448;852448;852825;852825;853039;853039	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1734	616	645	520	291	212	388
g1693	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	854373;854558;855156;855467;855850;856071;856229;856629;857033;857466;857661;857881;858249;858657;858889;859549;859952;860409;860813;861063;861311;861895;862237;862403;862703;863059;863421;863698;864034;864430;865036;865414;865652;865825;866311;866993	854450;854680;855248;855682;855945;856131;856299;856772;857131;857549;857717;857970;858389;858761;859041;859650;860104;860598;860892;861128;861368;861995;862323;862525;862782;863247;863535;863916;864323;864630;865204;865467;865702;866003;866416;867316	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4548	2824	2625	2320	3086	1419	2500
g1694	contig_36_pilon;contig_36_pilon	867359;868397	867573;868412	-;-	231	5	16	16	16	3	20
g1695	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	881754;882391;882990;883514	882344;882945;883099;883958	+;+;+;+	1701	1446	1467	1930	2576	1642	2426
g1696	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	885076;885208;885357;886300	885126;885314;885447;886368	+;+;+;+	318	53	119	75	202	192	293
g1697	contig_36_pilon;contig_36_pilon	887175;887481	887330;887618	-;-	294	0	0	1	0	0	4
g1698	contig_36_pilon;contig_36_pilon;contig_36_pilon	887706;888042;888386	887944;888118;888642	+;+;+	573	1	32	27	16	6	27
g1699	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	893929;894279;894555;896162;896577;896955;898956;899492;899831;900666;900922;902279;902625;902828;903523;903777;904980	894131;894460;894996;896294;896664;898832;899366;899695;900476;900810;901382;902460;902732;903150;903720;904157;905456	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6462	3163	14816	14781	5059	3032	4156
g1700	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	908472;908472;908769;908769;909099;909504;909504	908660;908660;908950;908898;909183;909527;909538	+;+;+;+;+;+;+	491	71	45	44	130	41	128
g1701	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	909840;909840;909840;910567;910567;910567;911320;911320;911320;911830;911830;911830;912303;912303;912303;912586;912586;912586;913070;913070;913070;913375;913375;913384;913758;913758;913758;915444;915444	910148;910148;910148;910971;910971;910971;911541;911541;911541;912030;912030;912030;912392;912392;912392;912693;912702;912702;913195;913195;913195;913497;913497;913497;915200;915196;915196;915537;915537	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3130	1418	1638	1485	2120	1065	1806
g1702	contig_36_pilon;contig_36_pilon	915797;916249	916072;916293	-;-	321	9	108	63	549	310	256
g1703	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	916346;916630;916742;916914;917331	916362;916663;916763;916957;918101	-;-;-;-;-	888	34	326	189	1357	487	638
g1704	contig_36_pilon;contig_36_pilon;contig_36_pilon	918133;918433;918888	918390;918669;918893	-;-;-	501	3	0	3	24	16	33
g1705	contig_36_pilon;contig_36_pilon	923306;923475	923377;923714	-;-	312	0	0	0	4	0	0
g1706	contig_36_pilon;contig_36_pilon	926755;927200	927149;927461	-;-	657	37	101	93	87	26	53
g1707	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	927574;927885;928476;929238;929970;930566;930793;931338;931718;932158;932938;933367;933876;934256	927690;928096;928691;929627;930090;930662;931126;931573;931869;932537;933231;933682;934105;934520	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3360	2747	4841	5997	7613	5704	5144
g1708	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	936652;937476;939720;940888;941172;942211;942648;943129;943466;943802;943998;944334;944536;944925;945115	936829;937571;940265;940918;941249;942603;942783;943242;943563;943849;944075;944412;944705;944996;945196	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2199	711	759	803	1620	1154	1630
g1709	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	948444;948748;949273;949611;951103	948617;949017;949381;949725;951355	-;-;-;-;-	921	2410	2850	2466	5875	6587	4105
g1710	contig_36_pilon;contig_36_pilon	951531;951997	951929;952671	+;+	1074	281	185	336	769	772	546
g1711	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	958096;958096;958853;958853;959184;959482;959843;960010;960295;960585	958331;958331;959063;958952;959217;959558;959868;960174;960409;960656	+;+;+;+;+;+;+;+;+;+	936	1154	1243	1158	1874	1263	1867
g1712	contig_36_pilon;contig_36_pilon	966334;967273	966531;968790	-;-	1716	4	17	25	0	0	4
g1713	contig_36_pilon;contig_36_pilon	969340;969632	969479;969830	-;-	339	0	0	0	2	0	0
g1714	contig_36_pilon;contig_36_pilon	969937;970247	970123;970578	+;+	519	0	0	0	0	0	0
g1715	contig_36_pilon;contig_36_pilon;contig_36_pilon	991266;991576;992085	991426;991995;992343	-;-;-	840	0	6	0	0	0	0
g1716	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	992458;992931;993654;994462;994589;995068;995672	992885;993532;994347;994546;994661;995451;995676	-;-;-;-;-;-;-	2271	0	0	0	0	1	0
g1717	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1002592;1002947;1003228;1003730	1002860;1003125;1003355;1003912	+;+;+;+	759	247	268	385	516	233	463
g1718	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1004897;1005471;1005772;1006496	1005205;1005659;1006213;1006509	+;+;+;+	954	1609	1850	1562	2658	1812	2767
g1719	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1008163;1008403;1008637;1008800;1009142;1009423;1009697;1009899;1010229;1010456	1008305;1008527;1008683;1008877;1009266;1009555;1009766;1009999;1010333;1010644	+;+;+;+;+;+;+;+;+;+	1116	1898	2116	1881	896	1521	1551
g1720	contig_36_pilon	1010923	1011237	-	315	169	301	301	271	304	360
g1721	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1022355;1022355;1022606;1022606;1022956;1023713;1024278;1024278;1024330;1024624;1024624;1024624;1025187;1025187;1025214;1025605;1025605;1025605;1025860;1025860;1025860;1026954;1026954;1026954;1027512;1027512;1027512	1022503;1022503;1022686;1022686;1022975;1023779;1024422;1024422;1024422;1024926;1024926;1024926;1025393;1025393;1025393;1025709;1025709;1025709;1026553;1026553;1026553;1027237;1027237;1027237;1027649;1027649;1027649	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2193	2298	2744	3107	1114	1116	1123
g1722	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1028322;1028699;1029005;1029141;1029480;1029713;1029953;1030547;1030808;1030886;1031143;1031428	1028401;1028712;1029048;1029219;1029546;1029812;1030077;1030668;1030825;1031008;1031213;1031511	-;-;-;-;-;-;-;-;-;-;-;-	927	1589	1961	1604	1055	636	1320
g1723	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1034336;1034336;1034578;1034578;1034966;1034966;1035215;1035215;1035651;1035651;1036494;1036494;1036690;1037199;1037199;1037606;1037606;1037746;1037746	1034380;1034380;1034688;1034688;1035049;1035049;1035315;1035315;1036277;1036257;1036501;1036501;1036838;1037264;1037264;1037663;1037663;1037770;1037770	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1274	1473	2477	2253	1012	651	384
g1724	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1037812;1037812;1038273;1038273;1040507;1040507;1041423;1041423;1041616;1041616;1041960;1041960;1042228;1042228;1042521;1042521;1042855;1042855;1043002;1043054;1043277;1043709;1044038;1044361	1038229;1038229;1038978;1038978;1040882;1040882;1041517;1041517;1041910;1041910;1042169;1042169;1042438;1042438;1042762;1042762;1042953;1042953;1043604;1043173;1043333;1043909;1044224;1044671	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3954	62	62	52	90	14	55
g1725	contig_36_pilon	1044765	1045601	+	837	0	0	0	0	0	0
g1726	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1046001;1046633;1046915;1047181;1047789;1047962	1046577;1046813;1047126;1047668;1047863;1048420	+;+;+;+;+;+	1992	0	0	0	0	0	0
g1727	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1048595;1048816;1049141;1049420	1048700;1049058;1049247;1049443	+;+;+;+	480	0	0	0	0	0	0
g1728	contig_36_pilon;contig_36_pilon;contig_36_pilon	1059302;1060269;1060496	1059579;1060334;1060763	-;-;-	612	3659	520	1032	3465	3731	1373
g1729	contig_36_pilon	1061081	1061470	+	390	33	12	18	37	29	26
g1730	contig_36_pilon;contig_36_pilon;contig_36_pilon	1063464;1065828;1066110	1063595;1065989;1066232	+;+;+	417	0	0	0	0	0	0
g1731	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1073851;1073851;1074029;1074088;1074713;1074713;1075080;1075080;1075299;1075299;1075822;1075822;1076084;1076084;1076474;1076474;1076651;1076651;1076925;1076925;1077310;1077310;1077746;1077746;1077986;1077986	1073979;1073979;1074318;1074161;1074854;1074854;1075152;1075152;1075529;1075529;1076006;1076006;1076224;1076224;1076533;1076533;1076815;1076815;1077046;1077046;1077433;1077433;1077883;1077883;1078099;1078099	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1914	2010	1277	1150	734	237	715
g1732	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1080019;1081981;1082532;1082734;1082999;1083206;1083572;1083968;1083968;1084282;1084622;1085069;1085408;1085636;1086066;1086431;1086658;1086658;1086959;1087287;1087714;1088008;1088487;1090250	1080613;1082115;1082618;1082856;1083082;1083466;1083845;1084074;1084074;1084368;1084846;1085266;1085508;1085801;1086233;1086535;1086727;1086727;1087144;1087495;1087896;1088229;1088726;1090290	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3867	13470	2480	2790	6896	4357	2781
g1733	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1090319;1090631;1091427;1092124;1092980;1093487;1094294;1094582;1094843;1095138;1095298;1095684	1090359;1091021;1091831;1092519;1093272;1094002;1094418;1094588;1094856;1095199;1095639;1095713	-;-;-;-;-;-;-;-;-;-;-;-	2622	13317	4568	3024	8559	7605	5483
g1734	contig_36_pilon;contig_36_pilon	1094824;1095042	1094988;1095476	+;+	600	247	84	45	141	76	52
g1735	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1095758;1096417;1096914;1097547;1097777;1098333	1095976;1096449;1097040;1097640;1098255;1099153	+;+;+;+;+;+	1773	97	186	134	248	166	146
g1736	contig_36_pilon	1109209	1109526	-	318	0	0	0	0	0	0
g1737	contig_36_pilon	1110028	1110312	-	285	0	0	0	0	0	0
g1738	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1110396;1111208;1111680;1111716;1112290;1112290;1112602;1112602;1112861;1112861;1113191;1113191;1113789;1113789	1110626;1111303;1112147;1112147;1112558;1112558;1112767;1112767;1112950;1112950;1113720;1113720;1113891;1113891	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1953	0	0	0	0	0	0
g1739	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1114148;1114497;1115100;1115478;1116498	1114389;1115004;1115351;1115658;1116799	-;-;-;-;-	1485	0	0	0	0	0	0
g1740	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1119426;1119963;1120121;1120408;1120616;1120800;1121130;1121876;1122347;1122860	1119737;1120032;1120209;1120518;1120711;1120906;1121172;1121959;1122499;1123045	-;-;-;-;-;-;-;-;-;-	1251	28	20	0	26	0	16
g1741	contig_36_pilon	1149062	1149661	+	600	0	0	0	0	2	0
g1742	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1154010;1154219;1154834;1155129;1156326;1156649	1154175;1154658;1155056;1155176;1156382;1156671	+;+;+;+;+;+	957	959	734	597	551	207	250
g1743	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1156707;1157859;1158516;1159329	1156976;1158044;1158764;1159598	+;+;+;+	975	2004	1285	1055	730	274	426
g1744	contig_36_pilon	1168056	1169390	-	1335	0	0	0	0	2	0
g1745	contig_36_pilon;contig_36_pilon	1169560;1170507	1170042;1170698	+;+	675	0	0	0	0	0	0
g1746	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1171273;1171675;1172079;1172417	1171316;1171744;1172183;1172713	+;+;+;+	516	4	0	0	0	0	0
g1747	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	1194733;1194733;1195522;1195522;1195773;1195773;1196134;1196134;1196290;1196290;1196555;1196555;1196984;1196984;1197299;1197299;1197667;1197667;1198089;1198089;1198593;1198593;1199275;1199275;1199866;1199866;1200588;1201122;1201122;1201484;1201749;1202139;1202701;1202989;1203333	1195201;1195201;1195606;1195606;1195895;1195895;1196183;1196183;1196358;1196358;1196762;1196762;1197129;1197129;1197366;1197366;1197721;1197721;1198381;1198381;1198984;1198984;1199533;1199533;1200019;1200011;1200641;1201333;1201209;1201561;1201849;1202282;1202942;1203094;1203444	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3420	5398	4737	3651	3194	1478	3989
